v_mps,a_mps2,pressure_MPa,mu,v_next_mps,a_next_mps2,brake_utilization,slip_risk
21.2198751906954,-1.95453497209776,4.54626207291421,0.6,20.9255751906954,-5.886,1.50186103137385,1
11.5649426758858,-2.48586333607075,7.03129074988219,0.4,11.3687426758858,-3.924,3.48418813350715,1
23.3223927853393,-0.410870276275697,8.93882574480136,0.6,23.0280927853393,-5.886,2.95294768252395,1
24.5348240405426,-5.83749861224103,3.45093434682197,0.8,24.1993165346016,-6.71015011882049,0.855014031450113,0
22.8359809775684,-5.93059101014053,7.97435797271431,0.8,22.4435809775684,-7.848,1.97575128160749,1
7.26731520174716,-4.7665922540242,0.313021931810449,0.4,7.23688251393226,-0.608653756298095,0.155110539321635,0
32.5228645860186,-5.43144447530817,6.4797519885775,0.4,32.3266645860186,-3.924,3.21088627817721,1
31.9700499167491,-5.35658968067624,4.16500883584891,0.4,31.7738499167491,-3.924,2.06387061466066,1
15.7524468354224,-6.93683147515608,2.19887665457841,0.2,15.6543468354224,-1.962,2.17920157747889,1
20.9166961763822,-3.73263255960125,3.11590506415524,0.4,20.7204961763822,-3.924,1.54401230668016,1
3.9886508681551,-5.91424289840452,7.17244440470931,0.2,3.8905508681551,-1.962,7.10826690918637,1
32.9860491116148,-5.67457460447135,6.4556194003863,0.2,32.8879491116148,-1.962,6.39785590139088,1
27.7949858857119,-2.90809625471314,7.47211144030812,0.8,27.4025858857119,-7.848,1.85131314709186,1
22.2264604631287,-2.98835304573741,7.25276799674393,0.4,22.0302604631287,-3.924,3.59393589146616,1
26.0331449623293,-7.33902474929463,8.88995169994632,0.8,25.6407449623293,-7.848,2.20260157929919,1
8.52313670669013,-7.75363754743308,2.4304359331862,0.8,8.28684432429703,-4.72584764786207,0.602172228320854,0
12.1783346972816,-0.0701095744949161,7.29703100467263,0.6,11.8840346972816,-5.886,2.41057957831712,1
10.3064724642859,-4.91605729763774,1.88088458212088,0.2,10.2083724642859,-1.962,1.86405482994198,1
20.9903897816018,-2.37009306575672,2.16499265299377,0.6,20.779904384783,-4.20970793637677,0.715206920893097,0
5.58598159389304,-4.65690904101016,4.88690571289241,0.6,5.29168159389304,-5.886,1.61439290926902,1
30.1436384371232,-0.14217793351498,1.56169653749043,0.8,29.9918068293117,-3.03663215623139,0.386930702883715,0
16.90287600955,-1.77069994768778,1.35310219259765,0.4,16.7713244074919,-2.6310320411621,0.670497462069853,0
16.3692667069393,-6.54243780469271,5.19564090688656,0.6,16.0749667069393,-5.886,1.7163838084818,1
5.97728983140467,-1.39915466449598,1.07251859475103,0.4,5.87301719024832,-2.08545282312699,0.531460964099641,0
23.7054011323924,-6.25716994625102,8.26266456559737,0.4,23.5092011323924,-3.924,4.09436600685112,1
27.7384276049081,-5.25872225263053,3.28728363802317,0.6,27.4441276049081,-5.886,1.08595657615822,1
22.0140330169046,-4.10670905797911,4.97472507572641,0.2,21.9159330169046,-1.962,4.93021230180158,1
10.1729130058485,-7.0837392837426,2.60501430107191,0.4,9.9767130058485,-3.924,1.29085259567217,1
26.7767442706683,-6.29626799026051,0.423502401433539,0.4,26.7355704260845,-0.823476891676325,0.209856496349726,0
7.22909379782715,-4.4159767700833,2.20256613402734,0.4,7.03289379782715,-3.924,1.09142902212817,1
28.0556656077099,-2.89208012058803,8.89104185489314,0.2,27.9575656077099,-1.962,8.81148671767074,1
20.5215529909187,-3.02042451836287,4.51748537389078,0.8,20.1291529909187,-7.848,1.11926597070858,1
11.61972479823,-6.18896921631683,4.51981529882259,0.8,11.22732479823,-7.848,1.11984324002428,1
18.4602149952254,-0.358788257349031,7.08080849704639,0.4,18.2640149952254,-3.924,3.50872546999411,1
21.9926817603087,-5.94904273002349,6.69784543499549,0.4,21.7964817603087,-3.924,3.31895727467497,1
10.6791235681086,-3.75595952493074,6.66280054752969,0.8,10.2867235681086,-7.848,1.65079580900682,1
28.655478236277,-4.90561321807951,3.64848326262668,0.8,28.3007645857438,-7.09427301066299,0.903959354060014,0
15.6494188738667,-5.10819700511261,2.32744497400097,0.4,15.4532188738667,-3.924,1.15330974756533,1
30.0436445272432,-6.23252184804498,8.74881865334567,0.8,29.6512445272432,-7.848,2.16763402471329,1
28.3059838128413,-6.90624749611361,5.23305864372595,0.8,27.9135838128413,-7.848,1.29655858909848,1
5.81339626598871,-4.45568351126344,2.75065706598408,0.4,5.61719626598871,-3.924,1.36302238800321,1
22.5244311220464,-2.26473534781628,1.78611553055601,0.6,22.3507810010202,-3.47300242052558,0.590044583847363,0
12.2651117540366,-5.37846429815256,0.747754911354174,0.8,12.1924133598771,-1.45396788318867,0.185266040161655,0
25.8182921300415,-0.256774438392894,8.22273080884395,0.6,25.5239921300415,-5.886,2.71638519188223,1
19.3581895331251,-5.2006379152937,4.55002987106986,0.2,19.2600895331251,-1.962,4.50931717882674,1
16.759965614358,-4.53800987685116,7.31035779525874,0.8,16.367565614358,-7.848,1.81123657006779,1
30.1362073052991,-5.39806904608545,0.437841631085365,0.2,30.0936393689436,-0.851358727110432,0.433923917997162,0
4.52719210500512,-5.21291199189268,5.18877559218135,0.6,4.23289210500512,-5.886,1.71411584670166,1
19.8069274570771,-6.24227191886505,3.5414473796822,0.2,19.7088274570771,-1.962,3.50975926743903,1
12.7972835896207,-5.1069812939247,1.52195123876902,0.4,12.6493161080737,-2.95934963093975,0.754166572614616,0
3.85557416513358,-7.79179257186394,9.64928047974513,0.4,3.65937416513358,-3.924,4.7814703928967,1
25.8019547381447,-3.18473066412858,7.80222845610356,0.6,25.5076547381447,-5.886,2.57747192928252,1
19.9420756021046,-4.4599918591284,2.35445858648867,0.2,19.8439756021046,-1.962,2.33339139560266,1
30.0988852958844,-4.05173062578618,3.96688056862609,0.2,30.0007852958844,-1.962,3.93138577137595,1
21.0579819535837,-3.79288751052573,4.71428785966285,0.6,20.7636819535837,-5.886,1.55736847404576,1
13.076047427036,-2.79111497684449,5.46850763993422,0.4,12.879847427036,-3.924,2.7097883027197,1
32.8817116921528,-1.82333668293074,8.62135067434456,0.6,32.5874116921528,-5.886,2.84806955867085,1
6.31348487972878,-1.06048005601691,1.90080778353728,0.6,6.12868412299598,-3.69601513465582,0.62793325427384,0
