case_id,initial_speed_kph,mu,observed_initial_speed_kph,observed_final_speed_kph,minimum_acceleration_mps2,maximum_pressure_mpa,row_count,speed_error_kph,speed_match,braking_response,valid
1,20,0.2,20.000000000016,1.38606720993194,-1.77224916337388,9.32278855130024,60,1.60014224093175e-11,1,1,1
2,20,0.8,20.000000000016,-0.00014337586992933,-7.3280800298165,5.76115865685179,59,1.60014224093175e-11,1,1,1
3,80,0.2,80.000000000064,61.1019197278118,-1.8965144612784,9.15330879811773,60,6.40056896372698e-11,1,1,1
4,80,0.8,80.000000000064,9.60280742391797,-7.34391782901407,7.09993568746218,60,6.40056896372698e-11,1,1,1
5,120,0.2,120.000000000096,99.6308433710195,-1.9953977776079,9.20385093700748,60,9.60369561653351e-11,1,1,1
6,120,0.8,120.000000000096,53.8344285789444,-7.32742782147402,6.86551437994378,60,9.60369561653351e-11,1,1,1
